step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
47,DEBIT,18192.73,C648522,42809.25,24616.52,C620027,38030.28,56223.01,0,0
47,CASH_OUT,18931.06,C251069,37199.85,18268.79,C583193,26772.67,45703.73,0,0
48,PAYMENT,15941.48,C648763,45851.46,29909.98,M714378,18226.15,34167.63,0,0
48,CASH_OUT,13582.24,C152390,30448.78,16866.54,C403024,14225.85,27808.09,0,0
48,CASH_OUT,20230.26,C553677,54567.53,34337.27,C218734,6666.49,26896.75,0,0
49,CASH_OUT,2431.9,C671507,4966.3,2534.4,C142390,17228.18,19660.08,0,0
49,PAYMENT,17057.52,C550404,29122.16,12064.64,M406735,49401.39,66458.91,0,0
50,TRANSFER,4407.17,C325272,7873.44,3466.27,C229939,42698.58,47105.75,0,0
50,CASH_OUT,16718.04,C650815,43752.16,27034.12,C503737,39760.55,56478.59,0,0
51,CASH_IN,8853.74,C634089,17843.84,8990.1,C375750,2348.91,11202.65,0,0
51,TRANSFER,17924.33,C176285,22214.61,4290.28,C321266,13743.83,31668.16,0,0
51,PAYMENT,3209.74,C276854,8254.39,5044.65,M943647,15167.41,18377.15,0,0
51,DEBIT,17368.61,C617853,27004.16,9635.55,C769471,503.87,17872.48,0,0
52,CASH_IN,11051.38,C608658,14887.49,3836.11,C873345,29081.13,40132.51,0,0
52,PAYMENT,6071.16,C540814,6742.74,671.58,M742373,7848.63,13919.79,0,0
52,PAYMENT,260.49,C122727,323.57,63.08,M443734,16272.99,16533.48,0,0
53,DEBIT,21028.26,C841827,22739.29,1711.03,C292509,7301.8,28330.06,0,0
53,DEBIT,6213.34,C569918,13039.76,6826.42,C886869,16414.07,22627.41,0,0
53,DEBIT,22326.14,C281446,66569.35,44243.21,C386946,31460.53,53786.67,0,0
53,TRANSFER,9168.74,C116992,11408.81,2240.07,C241500,5612.61,14781.35,0,0
54,TRANSFER,20153.79,C699732,57348.02,37194.23,C137812,5581.97,25735.76,0,0
54,TRANSFER,9486.51,C526492,10047.13,560.62,C270610,4239.88,13726.39,0,0
54,CASH_IN,3204.21,C661834,7672.77,4468.56,C158354,21093.52,24297.73,0,0
54,DEBIT,19047.32,C902770,25034.71,5987.39,C878860,47040.93,66088.25,0,0
55,CASH_OUT,23750.54,C143013,52940.89,29190.35,C886968,41056.16,64806.7,0,0
55,CASH_OUT,22470.5,C652868,31050.16,8579.66,C495750,41423.01,63893.51,0,0
56,PAYMENT,10652.93,C396179,21558.11,10905.18,M940991,5388.05,16040.98,0,0
56,TRANSFER,2817.22,C940295,7337.62,4520.4,C871772,32632.22,35449.44,0,0
56,TRANSFER,6907.18,C329788,12844.4,5937.22,C443742,6524.46,13431.64,0,0
57,CASH_IN,18763.08,C610827,21516.55,2753.47,C555531,41864.74,60627.82,0,0
57,CASH_IN,11374.55,C509789,18159.17,6784.62,C423694,45202.66,56577.21,0,0
58,CASH_IN,1644.68,C427697,3441.95,1797.27,C322839,11453.01,13097.69,0,0
58,CASH_IN,6501.27,C901111,11258.96,4757.69,C699171,5061.6,11562.87,0,0
58,CASH_OUT,24414.53,C797691,55970.32,31555.79,C675428,11132.81,35547.34,0,0
58,CASH_OUT,11675.28,C733213,30874.63,19199.35,C554900,46866.16,58541.44,0,0
58,DEBIT,1777.76,C716698,4369.48,2591.72,C679358,10151.34,11929.1,0,0
59,TRANSFER,23866.92,C504607,27355.92,3489.0,C131422,17965.5,41832.42,0,0
59,CASH_IN,15389.66,C707773,29469.07,14079.41,C765832,36026.45,51416.11,0,0
59,CASH_OUT,17170.36,C458468,42707.69,25537.33,C236426,21318.24,38488.6,0,0
59,CASH_IN,15054.31,C436864,33601.48,18547.17,C849053,26371.32,41425.63,0,0
60,CASH_OUT,153161.57,C658198,153161.57,0.0,C355611,13318.68,19668.76,1,0
60,CASH_IN,19577.06,C241820,32711.81,13134.75,C148332,35209.85,54786.91,0,0
60,PAYMENT,7003.8,C520610,7240.82,237.02,M933535,21513.41,28517.21,0,0
60,PAYMENT,24258.37,C322806,57876.46,33618.09,M706400,34253.06,58511.43,0,0
60,CASH_OUT,20480.36,C601518,31196.52,10716.16,C270697,41869.04,62349.4,0,0
61,TRANSFER,23053.22,C698407,28313.57,5260.35,C544923,16476.67,39529.89,0,0
61,CASH_OUT,8379.56,C611122,17777.73,9398.17,C748967,40816.16,49195.72,0,0
61,PAYMENT,11808.56,C144863,31394.42,19585.86,M600124,26682.84,38491.4,0,0
61,CASH_IN,23753.65,C126078,55904.12,32150.47,C990077,49483.6,73237.25,0,0
62,PAYMENT,12264.29,C743003,36267.63,24003.34,M422308,40359.49,52623.78,0,0
62,PAYMENT,24436.07,C581079,64717.43,40281.36,M626252,11558.27,35994.34,0,0
63,CASH_OUT,12907.98,C453590,36404.7,23496.72,C397316,6379.78,19287.76,0,0
63,CASH_OUT,13458.3,C378119,23737.25,10278.95,C214297,49466.43,62924.73,0,0
64,CASH_IN,5524.24,C486697,11140.6,5616.36,C843583,30464.98,35989.22,0,0
64,TRANSFER,24049.58,C867791,49659.87,25610.29,C513822,327.63,24377.21,0,0
64,CASH_OUT,22052.32,C231724,29693.47,7641.15,C696241,39690.15,61742.47,0,0
65,CASH_IN,10599.1,C498504,14469.28,3870.18,C381241,33517.63,44116.73,0,0
65,CASH_IN,21159.97,C850626,33682.77,12522.8,C903014,12063.69,33223.66,0,0
65,DEBIT,1731.11,C525774,4083.11,2352.0,C578957,28829.32,30560.43,0,0
65,CASH_IN,3254.02,C432573,8548.23,5294.21,C301111,31546.94,34800.96,0,0
65,CASH_OUT,21317.69,C770062,48877.38,27559.69,C648425,23630.69,44948.38,0,0
66,DEBIT,8674.16,C443143,24408.45,15734.29,C218588,31469.54,40143.7,0,0
66,TRANSFER,20564.17,C826505,34965.31,14401.14,C813481,44805.06,65369.23,0,0
66,CASH_OUT,8992.11,C893611,18027.9,9035.79,C428418,32271.83,41263.94,0,0
66,TRANSFER,6324.33,C867430,16325.78,10001.45,C796157,41444.52,47768.85,0,0
67,PAYMENT,5934.94,C369350,6348.94,414.0,M257244,25103.7,31038.64,0,0
67,CASH_IN,20108.2,C621298,44761.54,24653.34,C504278,34430.27,54538.47,0,0
67,TRANSFER,22193.69,C299467,35463.51,13269.82,C522200,39797.86,61991.55,0,0
67,DEBIT,3066.14,C504302,4983.65,1917.51,C778472,24785.93,27852.07,0,0
68,CASH_OUT,1556.52,C533233,4363.72,2807.2,C287614,36136.03,37692.55,0,0
68,CASH_IN,7861.98,C788882,15367.29,7505.31,C171882,40068.16,47930.14,0,0
68,TRANSFER,10870.44,C991418,15202.43,4331.99,C561867,22544.12,33414.56,0,0
68,TRANSFER,12239.54,C413590,36510.75,24271.21,C747461,35909.74,48149.28,0,0
69,TRANSFER,8433.31,C514020,16530.25,8096.94,C436774,49839.9,58273.21,0,0
69,PAYMENT,23347.72,C898217,34770.71,11422.99,M361835,28967.69,52315.41,0,0
69,DEBIT,22327.58,C205274,61792.96,39465.38,C998591,24472.06,46799.64,0,0
69,CASH_IN,14168.29,C252062,30908.07,16739.78,C620722,41956.81,56125.1,0,0
69,TRANSFER,22848.06,C119652,56773.39,33925.33,C598636,23118.0,45966.06,0,0
70,CASH_OUT,17506.62,C121676,22289.46,4782.84,C371672,13525.19,31031.81,0,0
70,PAYMENT,16942.79,C408626,22597.35,5654.56,M904475,9182.5,26125.29,0,0
71,CASH_IN,11629.53,C910251,27973.1,16343.57,C479447,36448.73,48078.26,0,0
71,CASH_OUT,9976.51,C491422,10506.64,530.13,C725787,22114.48,32090.99,0,0
71,TRANSFER,19120.31,C428403,50397.73,31277.42,C935171,17931.51,37051.82,0,0
71,DEBIT,8387.79,C358918,20864.02,12476.23,C752452,36580.25,44968.04,0,0
72,PAYMENT,24303.17,C456887,64502.46,40199.29,M873682,43743.01,68046.18,0,0
72,CASH_OUT,18659.02,C903379,50202.06,31543.04,C965653,47440.98,66100.0,0,0
72,CASH_OUT,12925.57,C132560,33448.63,20523.06,C261505,18953.25,31878.82,0,0
72,PAYMENT,13164.63,C150520,38197.75,25033.12,M613337,35258.56,48423.19,0,0
73,CASH_IN,9724.11,C722380,19675.49,9951.38,C115862,49756.15,59480.26,0,0
73,CASH_IN,8090.51,C333149,10060.66,1970.15,C449785,43379.6,51470.11,0,0
73,DEBIT,18492.85,C903341,22584.86,4092.01,C237519,30258.34,48751.19,0,0
73,TRANSFER,24963.56,C103445,38373.74,13410.18,C390654,28657.99,53621.55,0,0
73,DEBIT,3670.44,C790519,6009.16,2338.72,C376160,34134.03,37804.47,0,0
74,PAYMENT,3133.6,C168809,6607.62,3474.02,M787383,30917.35,34050.95,0,0
74,PAYMENT,9094.75,C563175,21571.91,12477.16,M919744,41249.91,50344.66,0,0
74,CASH_OUT,18479.14,C890140,48774.96,30295.82,C452320,47430.72,65909.86,0,0
75,TRANSFER,21900.01,C149363,51309.63,29409.62,C736319,3572.48,25472.49,0,0
75,CASH_OUT,71.45,C256072,154.34,82.89,C725486,20380.59,20452.04,0,0
75,CASH_OUT,23385.89,C938468,44309.6,20923.71,C755005,33170.01,56555.9,0,0
76,CASH_OUT,16974.77,C399992,36092.22,19117.45,C231294,35633.6,52608.37,0,0
76,TRANSFER,14781.47,C435376,27345.03,12563.56,C827726,42502.97,57284.44,0,0
77,CASH_OUT,4983.81,C660441,11827.39,6843.58,C667915,22280.57,27264.38,0,0
77,CASH_IN,12625.67,C238396,21218.19,8592.52,C865577,26432.67,39058.34,0,0
77,TRANSFER,22794.96,C651703,46151.53,23356.57,C190380,39779.08,62574.04,0,0
78,CASH_OUT,19145.59,C601809,50012.79,30867.2,C818943,9103.1,28248.69,0,0
78,TRANSFER,14027.49,C874430,21081.21,7053.72,C665571,26030.81,40058.3,0,0
78,DEBIT,3708.33,C379197,8774.56,5066.23,C486890,6035.1,9743.43,0,0
78,PAYMENT,21460.19,C727355,42797.79,21337.6,M433136,3844.09,25304.28,0,0
79,DEBIT,8389.57,C921715,17861.22,9471.65,C457241,26379.81,34769.38,0,0
79,CASH_IN,21880.39,C619802,40441.15,18560.76,C273229,46945.91,68826.3,0,0
79,TRANSFER,7611.36,C235601,17795.77,10184.41,C677351,33500.19,41111.55,0,0
79,CASH_OUT,11228.07,C232155,32263.36,21035.29,C112131,48930.73,60158.8,0,0
79,CASH_IN,1265.58,C431474,3217.94,1952.36,C800438,43282.19,44547.77,0,0
80,PAYMENT,8175.57,C610782,11080.52,2904.95,M677333,22627.0,30802.57,0,0
80,DEBIT,4936.44,C818103,7464.14,2527.7,C229749,19224.93,24161.37,0,0
80,DEBIT,19194.29,C495937,30237.84,11043.55,C616399,20906.82,40101.11,0,0
81,CASH_OUT,3162.33,C722094,6502.92,3340.59,C937746,16855.77,20018.1,0,0
81,CASH_OUT,15223.13,C655102,28610.38,13387.25,C934271,44188.44,59411.57,0,0
81,CASH_OUT,17660.97,C173885,52525.86,34864.89,C278410,30307.32,47968.29,0,0
81,TRANSFER,5371.38,C794826,13204.02,7832.64,C676978,11181.41,16552.79,0,0
81,CASH_OUT,14412.96,C367531,22487.9,8074.94,C261570,30144.25,44557.21,0,0
82,CASH_IN,21457.29,C525122,35661.05,14203.76,C324971,38678.82,60136.11,0,0
82,CASH_IN,17962.47,C788115,34618.75,16656.28,C584298,12830.48,30792.95,0,0
82,CASH_OUT,16953.77,C255984,29906.98,12953.21,C603212,31881.94,48835.71,0,0
82,CASH_OUT,18222.32,C498945,19349.37,1127.05,C984659,12485.78,30708.1,0,0
83,CASH_IN,11325.23,C817004,31897.36,20572.13,C483135,30784.5,42109.73,0,0
83,DEBIT,5681.55,C936457,9110.21,3428.66,C698268,3960.5,9642.05,0,0
83,PAYMENT,15725.87,C392448,36994.63,21268.76,M476214,39016.87,54742.74,0,0
83,TRANSFER,2328.75,C269338,4576.22,2247.47,C947935,32851.47,35180.22,0,0
83,TRANSFER,5684.27,C892026,8494.84,2810.57,C215736,16312.77,21997.04,0,0
84,PAYMENT,21990.61,C870169,27321.44,5330.83,M305772,30805.46,52796.07,0,0
84,CASH_OUT,21077.22,C157638,43458.04,22380.82,C742244,42113.72,63190.94,0,0
85,CASH_OUT,2148.52,C678675,6142.53,3994.01,C184680,39385.11,41533.63,0,0
85,PAYMENT,9915.37,C544283,12656.79,2741.42,M449246,28530.21,38445.58,0,0
85,CASH_OUT,7095.45,C224209,15723.14,8627.69,C803089,36712.6,43808.05,0,0
85,TRANSFER,3641.17,C191277,5051.82,1410.65,C397482,4331.3,7972.47,0,0
85,DEBIT,2634.36,C460864,7825.21,5190.85,C307096,38431.39,41065.75,0,0
86,CASH_IN,2638.43,C277311,4013.01,1374.58,C932580,7145.2,9783.63,0,0
